airTemperature,cloudCover,humidity,precipitation,pressure,time,visibility,windSpeed,place
11.91,0,60.9,0,1010.74,2021-08-18T00:00:00+00:00,24.13,1.04,Srinagar
24.41,100,89.7,0.26,1006.03,2021-08-18T00:00:00+00:00,24,1.99,Mumbai
28.41,98.6,74,0,1005.68,2021-08-18T00:00:00+00:00,24.13,2.78,Chennai
19.81,100,91.4,0,1009.32,2021-08-18T00:00:00+00:00,24.13,3.49,Bangalore
21.61,100,95.2,2.38,1005.11,2021-08-18T00:00:00+00:00,6.94,6.74,Hyderabad
24.01,100,88.1,0.46,1003.89,2021-08-18T00:00:00+00:00,22.9,4.43,Bhopal
22.81,99,97,0,1003.76,2021-08-18T00:00:00+00:00,24.13,0.78,Ranchi
13.68,0,57.37,0,1010.93,2021-08-18T01:00:00+00:00,24.13,1.19,Srinagar
24.98,100,86.43,0.18,1006.53,2021-08-18T01:00:00+00:00,24.04,1.84,Mumbai
28.42,99.07,73.5,0.01,1006.23,2021-08-18T01:00:00+00:00,24.13,2.69,Chennai
20.48,99.13,87.43,0,1009.74,2021-08-18T01:00:00+00:00,24.13,4.11,Bangalore
21.55,100,94.73,1.68,1005.88,2021-08-18T01:00:00+00:00,12.67,6.06,Hyderabad
24.12,99.3,87.87,0.31,1004.55,2021-08-18T01:00:00+00:00,23.31,4.6,Bhopal
23.72,96.3,92.77,0,1003.88,2021-08-18T01:00:00+00:00,24.13,1.09,Ranchi
15.46,0,53.83,0,1011.12,2021-08-18T02:00:00+00:00,24.13,1.35,Srinagar
25.56,100,83.17,0.09,1007.04,2021-08-18T02:00:00+00:00,24.09,1.68,Mumbai
28.43,99.53,73,0.01,1006.78,2021-08-18T02:00:00+00:00,24.13,2.59,Chennai
21.16,98.27,83.47,0,1010.16,2021-08-18T02:00:00+00:00,24.13,4.72,Bangalore
21.49,100,94.27,0.99,1006.65,2021-08-18T02:00:00+00:00,18.4,5.38,Hyderabad
24.23,98.6,87.63,0.15,1005.21,2021-08-18T02:00:00+00:00,23.72,4.76,Bhopal
24.63,93.6,88.53,0,1004,2021-08-18T02:00:00+00:00,24.13,1.39,Ranchi
17.24,0,50.3,0,1011.31,2021-08-18T03:00:00+00:00,24.14,1.5,Srinagar
26.14,100,79.9,0.01,1007.55,2021-08-18T03:00:00+00:00,24.14,1.52,Mumbai
28.44,100,72.5,0.02,1007.33,2021-08-18T03:00:00+00:00,24.14,2.5,Chennai
21.84,97.4,79.5,0,1010.58,2021-08-18T03:00:00+00:00,24.14,5.34,Bangalore
21.44,100,93.8,0.3,1007.41,2021-08-18T03:00:00+00:00,24.13,4.7,Hyderabad
24.34,97.9,87.4,0,1005.86,2021-08-18T03:00:00+00:00,24.14,4.93,Bhopal
25.54,90.9,84.3,0.01,1004.12,2021-08-18T03:00:00+00:00,24.14,1.7,Ranchi
19.2,0,47.1,0,1010.3,2021-08-18T04:00:00+00:00,24.13,1.68,Srinagar
26.2,100,79.37,0.15,1007.67,2021-08-18T04:00:00+00:00,24.13,2.04,Mumbai
28.7,100,72.1,0.03,1007.27,2021-08-18T04:00:00+00:00,24.13,2.86,Chennai
23.27,97.6,72.4,0.14,1010.21,2021-08-18T04:00:00+00:00,24.13,5.49,Bangalore
21.47,100,93.2,0.21,1007.4,2021-08-18T04:00:00+00:00,24.13,4.84,Hyderabad
24.57,98.6,86.33,0.08,1005.65,2021-08-18T04:00:00+00:00,24.13,4.65,Bhopal
26.87,93.9,78.27,0.58,1003.57,2021-08-18T04:00:00+00:00,24.13,1.89,Ranchi
21.17,0,43.9,0,1009.3,2021-08-18T05:00:00+00:00,24.13,1.86,Srinagar
26.27,100,78.83,0.29,1007.79,2021-08-18T05:00:00+00:00,24.13,2.56,Mumbai
28.97,100,71.7,0.04,1007.21,2021-08-18T05:00:00+00:00,24.13,3.21,Chennai
24.7,97.8,65.3,0.28,1009.85,2021-08-18T05:00:00+00:00,24.13,5.63,Bangalore
21.5,100,92.6,0.11,1007.39,2021-08-18T05:00:00+00:00,24.13,4.99,Hyderabad
24.8,99.3,85.27,0.15,1005.44,2021-08-18T05:00:00+00:00,24.13,4.36,Bhopal
28.2,96.9,72.23,1.15,1003.03,2021-08-18T05:00:00+00:00,24.13,2.07,Ranchi
23.14,0,40.7,0,1008.3,2021-08-18T06:00:00+00:00,24.13,2.04,Srinagar
26.34,100,78.3,0.43,1007.91,2021-08-18T06:00:00+00:00,24.13,3.08,Mumbai
29.24,100,71.3,0.05,1007.14,2021-08-18T06:00:00+00:00,24.13,3.57,Chennai
26.14,98,58.2,0.42,1009.48,2021-08-18T06:00:00+00:00,24.13,5.78,Bangalore
21.54,100,92,0.02,1007.37,2021-08-18T06:00:00+00:00,24.13,5.13,Hyderabad
25.04,100,84.2,0.23,1005.23,2021-08-18T06:00:00+00:00,24.13,4.08,Bhopal
29.54,99.9,66.2,1.72,1002.48,2021-08-18T06:00:00+00:00,24.13,2.26,Ranchi
24.41,0,36,0,1006.93,2021-08-18T07:00:00+00:00,24.13,2.12,Srinagar
26.07,100,79.53,0.35,1007.3,2021-08-18T07:00:00+00:00,24.13,3.15,Mumbai
29.11,100,72.1,0.03,1006.05,2021-08-18T07:00:00+00:00,24.13,3.41,Chennai
26.37,98.67,56.8,0.28,1008.45,2021-08-18T07:00:00+00:00,24.13,5.54,Bangalore
21.67,100,91.87,0.11,1006.54,2021-08-18T07:00:00+00:00,20.14,5.09,Hyderabad
25.47,99.97,83.07,0.15,1004.28,2021-08-18T07:00:00+00:00,24.13,4.13,Bhopal
29.34,93.77,67.67,1.38,1001.82,2021-08-18T07:00:00+00:00,21.93,2.58,Ranchi
25.68,0,31.3,0,1005.55,2021-08-18T08:00:00+00:00,24.13,2.19,Srinagar
25.81,100,80.77,0.26,1006.69,2021-08-18T08:00:00+00:00,24.13,3.21,Mumbai
28.98,100,72.9,0.02,1004.96,2021-08-18T08:00:00+00:00,24.13,3.26,Chennai
26.61,99.33,55.4,0.14,1007.41,2021-08-18T08:00:00+00:00,24.13,5.31,Bangalore
21.81,100,91.73,0.2,1005.72,2021-08-18T08:00:00+00:00,16.15,5.04,Hyderabad
25.91,99.93,81.93,0.08,1003.33,2021-08-18T08:00:00+00:00,24.13,4.17,Bhopal
29.14,87.63,69.13,1.04,1001.15,2021-08-18T08:00:00+00:00,19.72,2.91,Ranchi
26.95,0,26.6,0,1004.17,2021-08-18T09:00:00+00:00,24.13,2.27,Srinagar
25.55,100,82,0.17,1006.09,2021-08-18T09:00:00+00:00,24.13,3.28,Mumbai
28.85,100,73.7,0,1003.87,2021-08-18T09:00:00+00:00,24.13,3.1,Chennai
26.85,100,54,0,1006.38,2021-08-18T09:00:00+00:00,24.13,5.07,Bangalore
21.95,100,91.6,0.3,1004.89,2021-08-18T09:00:00+00:00,12.15,5,Hyderabad
26.35,99.9,80.8,0,1002.38,2021-08-18T09:00:00+00:00,24.13,4.22,Bhopal
28.95,81.5,70.6,0.7,1000.49,2021-08-18T09:00:00+00:00,17.52,3.23,Ranchi
26.56,0,28.43,0,1003.72,2021-08-18T10:00:00+00:00,24.13,1.88,Srinagar
25.59,100,82.3,0.27,1005.81,2021-08-18T10:00:00+00:00,21.19,2.92,Mumbai
28.86,100,75.13,0.15,1003.81,2021-08-18T10:00:00+00:00,24.13,3.39,Chennai
25.96,100,59.5,0.31,1006.57,2021-08-18T10:00:00+00:00,19.44,4.57,Bangalore
22.09,100,90.83,0.2,1004.71,2021-08-18T10:00:00+00:00,16.15,4.87,Hyderabad
25.89,99.93,83.23,0,1002.05,2021-08-18T10:00:00+00:00,24.13,3.91,Bhopal
27.79,87.67,77,0.87,1000.62,2021-08-18T10:00:00+00:00,15.61,2.78,Ranchi
26.17,0,30.27,0,1003.27,2021-08-18T11:00:00+00:00,24.13,1.48,Srinagar
25.64,100,82.6,0.37,1005.54,2021-08-18T11:00:00+00:00,18.24,2.56,Mumbai
28.87,100,76.57,0.3,1003.75,2021-08-18T11:00:00+00:00,24.13,3.69,Chennai
25.07,100,65,0.61,1006.76,2021-08-18T11:00:00+00:00,14.74,4.07,Bangalore
22.24,100,90.07,0.1,1004.54,2021-08-18T11:00:00+00:00,20.14,4.74,Hyderabad
25.44,99.97,85.67,0,1001.73,2021-08-18T11:00:00+00:00,24.13,3.59,Bhopal
26.64,93.83,83.4,1.03,1000.76,2021-08-18T11:00:00+00:00,13.7,2.32,Ranchi
25.78,0,32.1,0,1002.83,2021-08-18T12:00:00+00:00,24.13,1.09,Srinagar
25.68,100,82.9,0.47,1005.27,2021-08-18T12:00:00+00:00,15.29,2.2,Mumbai
28.88,100,78,0.45,1003.69,2021-08-18T12:00:00+00:00,24.13,3.98,Chennai
24.18,100,70.5,0.91,1006.95,2021-08-18T12:00:00+00:00,10.05,3.57,Bangalore
22.38,100,89.3,0,1004.36,2021-08-18T12:00:00+00:00,24.13,4.61,Hyderabad
24.98,100,88.1,0,1001.41,2021-08-18T12:00:00+00:00,24.13,3.28,Bhopal
25.48,100,89.8,1.2,1000.89,2021-08-18T12:00:00+00:00,11.79,1.87,Ranchi
23.45,0,33.77,0,1003.82,2021-08-18T13:00:00+00:00,24.13,1.99,Srinagar
25.49,100,83.07,0.32,1005.76,2021-08-18T13:00:00+00:00,18.24,1.75,Mumbai
29.02,100,77.67,0.32,1004.09,2021-08-18T13:00:00+00:00,24.13,3.97,Chennai
23.59,100,72.97,0.68,1007.7,2021-08-18T13:00:00+00:00,14.15,4.07,Bangalore
21.92,100,89.97,0,1004.98,2021-08-18T13:00:00+00:00,24.13,4.77,Hyderabad
24.85,100,87.8,0,1001.61,2021-08-18T13:00:00+00:00,24.13,3.74,Bhopal
25.09,100,91.27,0.96,1001.59,2021-08-18T13:00:00+00:00,15.58,2.19,Ranchi
21.13,0,35.43,0,1004.8,2021-08-18T14:00:00+00:00,24.13,2.9,Srinagar
25.29,100,83.23,0.16,1006.26,2021-08-18T14:00:00+00:00,21.19,1.3,Mumbai
29.16,100,77.33,0.19,1004.49,2021-08-18T14:00:00+00:00,24.13,3.96,Chennai
22.99,100,75.43,0.45,1008.45,2021-08-18T14:00:00+00:00,18.26,4.58,Bangalore
21.46,100,90.63,0,1005.59,2021-08-18T14:00:00+00:00,24.13,4.94,Hyderabad
24.73,100,87.5,0,1001.81,2021-08-18T14:00:00+00:00,24.13,4.2,Bhopal
24.69,100,92.73,0.73,1002.29,2021-08-18T14:00:00+00:00,19.37,2.5,Ranchi
18.8,0,37.1,0,1005.79,2021-08-18T15:00:00+00:00,24.13,3.8,Srinagar
25.1,100,83.4,0,1006.76,2021-08-18T15:00:00+00:00,24.13,0.85,Mumbai
29.3,100,77,0.06,1004.88,2021-08-18T15:00:00+00:00,24.13,3.95,Chennai
22.4,100,77.9,0.22,1009.2,2021-08-18T15:00:00+00:00,22.37,5.08,Bangalore
21,100,91.3,0,1006.21,2021-08-18T15:00:00+00:00,24.13,5.1,Hyderabad
24.6,100,87.2,0,1002.01,2021-08-18T15:00:00+00:00,24.13,4.66,Bhopal
24.3,100,94.2,0.5,1002.98,2021-08-18T15:00:00+00:00,23.16,2.82,Ranchi
17.75,0,38.63,0,1006.21,2021-08-18T16:00:00+00:00,24.13,3.04,Srinagar
25.12,100,82.97,0.02,1006.72,2021-08-18T16:00:00+00:00,24.13,1.21,Mumbai
29.25,100,76.93,0.37,1004.85,2021-08-18T16:00:00+00:00,18.38,3.51,Chennai
22.05,100,79.7,0.15,1009.33,2021-08-18T16:00:00+00:00,22.96,5.13,Bangalore
20.92,100,91.83,0,1006.14,2021-08-18T16:00:00+00:00,24.13,4.86,Hyderabad
24.45,100,87.9,0.01,1002.17,2021-08-18T16:00:00+00:00,24.13,4.77,Bhopal
24.05,100,94.5,0.5,1002.9,2021-08-18T16:00:00+00:00,17.6,2.52,Ranchi
16.7,0,40.17,0,1006.63,2021-08-18T17:00:00+00:00,24.13,2.29,Srinagar
25.14,100,82.53,0.03,1006.67,2021-08-18T17:00:00+00:00,24.13,1.58,Mumbai
29.2,100,76.87,0.69,1004.82,2021-08-18T17:00:00+00:00,12.62,3.08,Chennai
21.7,100,81.5,0.07,1009.45,2021-08-18T17:00:00+00:00,23.55,5.17,Bangalore
20.84,100,92.37,0,1006.08,2021-08-18T17:00:00+00:00,24.13,4.63,Hyderabad
24.3,100,88.6,0.02,1002.34,2021-08-18T17:00:00+00:00,24.13,4.88,Bhopal
23.8,100,94.8,0.5,1002.82,2021-08-18T17:00:00+00:00,12.04,2.22,Ranchi
15.66,0,41.7,0.01,1007.05,2021-08-18T18:00:00+00:00,24.13,1.53,Srinagar
25.16,100,82.1,0.04,1006.63,2021-08-18T18:00:00+00:00,24.13,1.94,Mumbai
29.16,100,76.8,1,1004.78,2021-08-18T18:00:00+00:00,6.86,2.64,Chennai
21.36,100,83.3,0,1009.58,2021-08-18T18:00:00+00:00,24.13,5.22,Bangalore
20.76,100,92.9,0,1006.01,2021-08-18T18:00:00+00:00,24.13,4.39,Hyderabad
24.16,100,89.3,0.04,1002.5,2021-08-18T18:00:00+00:00,24.13,4.99,Bhopal
23.56,100,95.1,0.5,1002.74,2021-08-18T18:00:00+00:00,6.47,1.92,Ranchi
15.09,0,46.93,0,1007.3,2021-08-18T19:00:00+00:00,24.13,1.52,Srinagar
25.06,100,83.33,0.04,1006.15,2021-08-18T19:00:00+00:00,24.13,2.23,Mumbai
28.96,100,76.6,1.05,1004.48,2021-08-18T19:00:00+00:00,6.58,2.55,Chennai
21.09,100,84.27,0,1009.05,2021-08-18T19:00:00+00:00,24.13,5.25,Bangalore
21.13,100,91.67,0,1005.47,2021-08-18T19:00:00+00:00,24.13,4.48,Hyderabad
23.76,100,90.07,0.04,1002.48,2021-08-18T19:00:00+00:00,24.13,4.29,Bhopal
23.73,99.27,94.23,0.6,1002.21,2021-08-18T19:00:00+00:00,11.89,2.23,Ranchi
14.53,0,52.17,0,1007.55,2021-08-18T20:00:00+00:00,24.13,1.5,Srinagar
24.96,100,84.57,0.03,1005.66,2021-08-18T20:00:00+00:00,24.13,2.51,Mumbai
28.76,100,76.4,1.09,1004.18,2021-08-18T20:00:00+00:00,6.3,2.46,Chennai
20.83,100,85.23,0,1008.52,2021-08-18T20:00:00+00:00,24.13,5.28,Bangalore
21.49,100,90.43,0,1004.93,2021-08-18T20:00:00+00:00,24.13,4.56,Hyderabad
23.36,100,90.83,0.04,1002.45,2021-08-18T20:00:00+00:00,24.13,3.59,Bhopal
23.89,98.53,93.37,0.71,1001.67,2021-08-18T20:00:00+00:00,17.31,2.53,Ranchi
13.96,0,57.4,0,1007.8,2021-08-18T21:00:00+00:00,24.13,1.49,Srinagar
24.86,100,85.8,0.02,1005.18,2021-08-18T21:00:00+00:00,24.13,2.8,Mumbai
28.56,100,76.2,1.14,1003.88,2021-08-18T21:00:00+00:00,6.02,2.37,Chennai
20.56,100,86.2,0,1007.99,2021-08-18T21:00:00+00:00,24.13,5.31,Bangalore
21.86,100,89.2,0,1004.39,2021-08-18T21:00:00+00:00,24.13,4.65,Hyderabad
22.96,100,91.6,0.04,1002.43,2021-08-18T21:00:00+00:00,24.13,2.89,Bhopal
24.06,97.8,92.5,0.81,1001.14,2021-08-18T21:00:00+00:00,22.72,2.84,Ranchi
13.44,0,58.73,0,1008.09,2021-08-18T22:00:00+00:00,24.13,1.36,Srinagar
24.84,100,85.77,0.07,1005.19,2021-08-18T22:00:00+00:00,24.13,2.69,Mumbai
28.71,100,75.1,0.76,1004.14,2021-08-18T22:00:00+00:00,12.06,2.54,Chennai
20.41,100,86.77,0,1008.2,2021-08-18T22:00:00+00:00,24.13,5.1,Bangalore
21.78,100,88.97,0.01,1004.57,2021-08-18T22:00:00+00:00,24.13,4.79,Hyderabad
22.88,100,92.43,0.14,1002.67,2021-08-18T22:00:00+00:00,22.19,2.86,Bhopal
23.88,91.27,92.93,0.6,1001.42,2021-08-18T22:00:00+00:00,23.19,2.83,Ranchi
12.93,0,60.07,0,1008.38,2021-08-18T23:00:00+00:00,24.13,1.24,Srinagar
24.83,100,85.73,0.11,1005.2,2021-08-18T23:00:00+00:00,24.13,2.59,Mumbai
28.86,100,74,0.38,1004.4,2021-08-18T23:00:00+00:00,18.1,2.72,Chennai
20.26,100,87.33,0,1008.4,2021-08-18T23:00:00+00:00,24.13,4.9,Bangalore
21.69,100,88.73,0.02,1004.76,2021-08-18T23:00:00+00:00,24.13,4.92,Hyderabad
22.79,100,93.27,0.24,1002.91,2021-08-18T23:00:00+00:00,20.24,2.82,Bhopal
23.69,84.73,93.37,0.38,1001.7,2021-08-18T23:00:00+00:00,23.66,2.81,Ranchi
12.41,0,61.4,0,1008.67,2021-08-19T00:00:00+00:00,24.13,1.11,Srinagar
24.81,100,85.7,0.16,1005.21,2021-08-19T00:00:00+00:00,24.13,2.48,Mumbai
29.01,100,72.9,0,1004.65,2021-08-19T00:00:00+00:00,24.13,2.89,Chennai
20.11,100,87.9,0,1008.6,2021-08-19T00:00:00+00:00,24.13,4.69,Bangalore
21.61,100,88.5,0.03,1004.95,2021-08-19T00:00:00+00:00,24.13,5.06,Hyderabad
22.71,100,94.1,0.34,1003.15,2021-08-19T00:00:00+00:00,18.29,2.79,Bhopal
23.51,78.2,93.8,0.16,1001.98,2021-08-19T00:00:00+00:00,24.13,2.8,Ranchi
14.3,0,58.23,0,1008.96,2021-08-19T01:00:00+00:00,24.13,1.24,Srinagar
24.93,100,85.33,0.11,1005.93,2021-08-19T01:00:00+00:00,24.13,2.81,Mumbai
28.97,100,72.4,0,1005.45,2021-08-19T01:00:00+00:00,24.13,2.86,Chennai
20.3,100,86.4,0.01,1009.21,2021-08-19T01:00:00+00:00,24.13,4.86,Bangalore
22.03,100,86.07,0.02,1005.62,2021-08-19T01:00:00+00:00,24.13,5.38,Hyderabad
22.83,100,93.83,0.48,1004.01,2021-08-19T01:00:00+00:00,18.22,2.81,Bhopal
24.03,84.03,91.7,0.28,1002.61,2021-08-19T01:00:00+00:00,22.16,2.8,Ranchi
16.19,0,55.07,0,1009.25,2021-08-19T02:00:00+00:00,24.14,1.36,Srinagar
25.06,100,84.97,0.06,1006.64,2021-08-19T02:00:00+00:00,24.14,3.13,Mumbai
28.92,100,71.9,0,1006.24,2021-08-19T02:00:00+00:00,24.14,2.83,Chennai
20.49,100,84.9,0.02,1009.82,2021-08-19T02:00:00+00:00,24.14,5.04,Bangalore
22.46,100,83.63,0.01,1006.29,2021-08-19T02:00:00+00:00,24.14,5.71,Hyderabad
22.96,100,93.57,0.63,1004.87,2021-08-19T02:00:00+00:00,18.14,2.83,Bhopal
24.56,89.87,89.6,0.39,1003.24,2021-08-19T02:00:00+00:00,20.18,2.79,Ranchi
18.08,0,51.9,0,1009.55,2021-08-19T03:00:00+00:00,24.14,1.49,Srinagar
25.18,100,84.6,0.01,1007.35,2021-08-19T03:00:00+00:00,24.14,3.46,Mumbai
28.88,100,71.4,0.01,1007.04,2021-08-19T03:00:00+00:00,24.14,2.8,Chennai
20.68,100,83.4,0.03,1010.43,2021-08-19T03:00:00+00:00,24.14,5.21,Bangalore
22.88,100,81.2,0,1006.96,2021-08-19T03:00:00+00:00,24.14,6.03,Hyderabad
23.08,100,93.3,0.77,1005.73,2021-08-19T03:00:00+00:00,18.07,2.85,Bhopal
25.08,95.7,87.5,0.51,1003.87,2021-08-19T03:00:00+00:00,18.21,2.79,Ranchi
19.62,0,52.47,0,1009.02,2021-08-19T04:00:00+00:00,24.14,1.69,Srinagar
25.49,100,83.23,0.12,1007.47,2021-08-19T04:00:00+00:00,21.18,3.8,Mumbai
29.29,100,69.67,0,1006.82,2021-08-19T04:00:00+00:00,24.14,2.93,Chennai
22.49,100,74.9,0.02,1010.11,2021-08-19T04:00:00+00:00,24.14,5.38,Bangalore
23.69,98.93,78.73,0,1006.79,2021-08-19T04:00:00+00:00,24.14,6.54,Hyderabad
23.09,100,93.47,0.53,1005.53,2021-08-19T04:00:00+00:00,20.09,3.08,Bhopal
26.59,97.03,80.33,0.53,1003.71,2021-08-19T04:00:00+00:00,17.02,3.1,Ranchi
21.17,0,53.03,0,1008.49,2021-08-19T05:00:00+00:00,24.14,1.89,Srinagar
25.8,100,81.87,0.24,1007.58,2021-08-19T05:00:00+00:00,18.22,4.15,Mumbai
29.7,100,67.93,0,1006.61,2021-08-19T05:00:00+00:00,24.14,3.05,Chennai
24.3,100,66.4,0.01,1009.79,2021-08-19T05:00:00+00:00,24.14,5.55,Bangalore
24.5,97.87,76.27,0,1006.61,2021-08-19T05:00:00+00:00,24.14,7.05,Hyderabad
23.1,100,93.63,0.28,1005.34,2021-08-19T05:00:00+00:00,22.11,3.3,Bhopal
28.1,98.37,73.17,0.55,1003.56,2021-08-19T05:00:00+00:00,15.83,3.4,Ranchi
22.72,0,53.6,0,1007.96,2021-08-19T06:00:00+00:00,24.14,2.09,Srinagar
26.12,100,80.5,0.35,1007.7,2021-08-19T06:00:00+00:00,15.26,4.49,Mumbai
30.12,100,66.2,0,1006.39,2021-08-19T06:00:00+00:00,24.14,3.18,Chennai
26.12,100,57.9,0,1009.47,2021-08-19T06:00:00+00:00,24.14,5.72,Bangalore
25.32,96.8,73.8,0.01,1006.43,2021-08-19T06:00:00+00:00,24.14,7.56,Hyderabad
23.12,100,93.8,0.03,1005.15,2021-08-19T06:00:00+00:00,24.14,3.53,Bhopal
29.62,99.7,66,0.58,1003.4,2021-08-19T06:00:00+00:00,14.64,3.71,Ranchi
24.03,0,47.7,0,1006.6,2021-08-19T07:00:00+00:00,24.14,2.16,Srinagar
26.4,100,78.8,0.29,1006.98,2021-08-19T07:00:00+00:00,17.26,4.54,Mumbai
30.16,100,65.7,0,1005.45,2021-08-19T07:00:00+00:00,24.14,2.73,Chennai
26.33,100,56.33,0.01,1008.45,2021-08-19T07:00:00+00:00,24.14,5.49,Bangalore
25.8,97.87,72.17,0.06,1005.6,2021-08-19T07:00:00+00:00,24.04,7.33,Hyderabad
24.13,100,89.37,0.21,1004.31,2021-08-19T07:00:00+00:00,20.21,3.93,Bhopal
28.36,99.8,72.5,0.55,1002.83,2021-08-19T07:00:00+00:00,15.56,3.74,Ranchi
25.34,0,41.8,0,1005.23,2021-08-19T08:00:00+00:00,24.13,2.24,Srinagar
26.67,100,77.1,0.23,1006.27,2021-08-19T08:00:00+00:00,19.25,4.6,Mumbai
30.21,100,65.2,0,1004.51,2021-08-19T08:00:00+00:00,24.13,2.28,Chennai
26.54,100,54.77,0.01,1007.42,2021-08-19T08:00:00+00:00,24.13,5.25,Bangalore
26.27,98.93,70.53,0.11,1004.77,2021-08-19T08:00:00+00:00,23.95,7.09,Hyderabad
25.14,100,84.93,0.38,1003.48,2021-08-19T08:00:00+00:00,16.29,4.33,Bhopal
27.11,99.9,79,0.52,1002.27,2021-08-19T08:00:00+00:00,16.47,3.78,Ranchi
26.65,0,35.9,0,1003.86,2021-08-19T09:00:00+00:00,24.13,2.31,Srinagar
26.95,100,75.4,0.17,1005.55,2021-08-19T09:00:00+00:00,21.24,4.65,Mumbai
30.25,100,64.7,0,1003.57,2021-08-19T09:00:00+00:00,24.13,1.83,Chennai
26.75,100,53.2,0.02,1006.39,2021-08-19T09:00:00+00:00,24.13,5.02,Bangalore
26.75,100,68.9,0.16,1003.93,2021-08-19T09:00:00+00:00,23.86,6.86,Hyderabad
26.15,100,80.5,0.56,1002.65,2021-08-19T09:00:00+00:00,12.37,4.73,Bhopal
25.85,100,85.5,0.5,1001.7,2021-08-19T09:00:00+00:00,17.39,3.81,Ranchi
26.52,0,34.6,0,1003.34,2021-08-19T10:00:00+00:00,24.13,1.81,Srinagar
27.08,100,74.83,0.13,1005.4,2021-08-19T10:00:00+00:00,21.24,4.17,Mumbai
29.88,100,67.9,0.06,1003.73,2021-08-19T10:00:00+00:00,24.13,2.57,Chennai
26.15,100,56.57,0.05,1006.47,2021-08-19T10:00:00+00:00,21.69,5.3,Bangalore
26.22,100,71.03,0.11,1003.94,2021-08-19T10:00:00+00:00,23.95,6.66,Hyderabad
25.65,100,82.07,0.38,1002.46,2021-08-19T10:00:00+00:00,10.06,4.71,Bhopal
25.38,77.43,87.43,0.58,1001.87,2021-08-19T10:00:00+00:00,17.17,3.98,Ranchi
26.38,0,33.3,0,1002.81,2021-08-19T11:00:00+00:00,24.13,1.31,Srinagar
27.21,100,74.27,0.08,1005.25,2021-08-19T11:00:00+00:00,21.23,3.69,Mumbai
29.51,100,71.1,0.13,1003.89,2021-08-19T11:00:00+00:00,24.13,3.31,Chennai
25.55,100,59.93,0.09,1006.55,2021-08-19T11:00:00+00:00,19.25,5.58,Bangalore
25.68,100,73.17,0.05,1003.95,2021-08-19T11:00:00+00:00,24.04,6.47,Hyderabad
25.15,100,83.63,0.2,1002.27,2021-08-19T11:00:00+00:00,7.76,4.7,Bhopal
24.91,54.87,89.37,0.66,1002.04,2021-08-19T11:00:00+00:00,16.96,4.14,Ranchi
26.24,0,32,0,1002.28,2021-08-19T12:00:00+00:00,24.13,0.81,Srinagar
27.34,100,73.7,0.03,1005.1,2021-08-19T12:00:00+00:00,21.23,3.21,Mumbai
29.14,100,74.3,0.19,1004.05,2021-08-19T12:00:00+00:00,24.13,4.05,Chennai
24.94,100,63.3,0.13,1006.63,2021-08-19T12:00:00+00:00,16.81,5.86,Bangalore
25.14,100,75.3,0,1003.96,2021-08-19T12:00:00+00:00,24.13,6.27,Hyderabad
24.64,100,85.2,0.02,1002.08,2021-08-19T12:00:00+00:00,5.45,4.68,Bhopal
24.44,32.3,91.3,0.74,1002.21,2021-08-19T12:00:00+00:00,16.75,4.31,Ranchi
23.62,0,40.1,0,1003.56,2021-08-19T13:00:00+00:00,24.13,1.7,Srinagar
26.52,100,75.7,0.02,1005.78,2021-08-19T13:00:00+00:00,22.2,3.22,Mumbai
29.15,100,75.87,0.36,1004.47,2021-08-19T13:00:00+00:00,21.14,3.87,Chennai
24.05,100,67.43,0.09,1007.59,2021-08-19T13:00:00+00:00,19.25,5.56,Bangalore
24.15,100,79,0,1004.75,2021-08-19T13:00:00+00:00,24.13,6.03,Hyderabad
24.38,100,87.7,0.02,1002.34,2021-08-19T13:00:00+00:00,11.68,4.11,Bhopal
24.45,51.77,91.6,0.49,1002.9,2021-08-19T13:00:00+00:00,19.21,4.02,Ranchi
20.99,0,48.2,0,1004.84,2021-08-19T14:00:00+00:00,24.13,2.59,Srinagar
25.69,100,77.7,0.01,1006.46,2021-08-19T14:00:00+00:00,23.17,3.22,Mumbai
29.16,100,77.43,0.52,1004.89,2021-08-19T14:00:00+00:00,18.15,3.7,Chennai
23.16,100,71.57,0.04,1008.55,2021-08-19T14:00:00+00:00,21.69,5.26,Bangalore
23.16,100,82.7,0,1005.54,2021-08-19T14:00:00+00:00,24.13,5.79,Hyderabad
24.13,100,90.2,0.01,1002.61,2021-08-19T14:00:00+00:00,17.91,3.55,Bhopal
24.46,71.23,91.9,0.25,1003.59,2021-08-19T14:00:00+00:00,21.67,3.74,Ranchi
18.37,0,56.3,0,1006.12,2021-08-19T15:00:00+00:00,24.13,3.48,Srinagar
24.87,100,79.7,0,1007.13,2021-08-19T15:00:00+00:00,24.13,3.23,Mumbai
29.17,100,79,0.68,1005.31,2021-08-19T15:00:00+00:00,15.16,3.52,Chennai
22.27,100,75.7,0,1009.51,2021-08-19T15:00:00+00:00,24.13,4.96,Bangalore
22.17,100,86.4,0,1006.33,2021-08-19T15:00:00+00:00,24.13,5.55,Hyderabad
23.87,100,92.7,0,1002.87,2021-08-19T15:00:00+00:00,24.13,2.98,Bhopal
24.47,90.7,92.2,0,1004.27,2021-08-19T15:00:00+00:00,24.13,3.45,Ranchi
17.51,0.77,58.73,0,1006.65,2021-08-19T16:00:00+00:00,24.14,2.72,Srinagar
